47,0,126,Imran,Emery,19/7/1748,North Yorkshire
48,79,199,Mustafa,Yanira,5/3/1777,Nottinghamshire
49,0,180,Mustafa,Terry,8/4/1815,Nottinghamshire
50,84,61,Griggs,Kathie,26/3/1757,Herefordshire
51,0,163,Seddon,Garret,24/6/1817,Clwyd
52,0,0,Leyland,Elvis,2/7/1720,Suffolk
53,97,118,Imran,Callie,17/9/1721,North Yorkshire
54,60,0,Kampfner,Margrett,4/9/1684,Lanarkshire
55,89,179,Emerick,Arlie,5/4/1775,Shropshire
56,183,0,Ohanlon,Jordon,16/9/1788,Moray
57,59,149,Stephens,Leanne,28/12/1754,Moray
58,0,0,Yetman,Tanesha,17/12/1802,County Armagh
59,110,0,Stephens,Earnest,10/6/1720,West Midlands
60,0,82,Kampfner,Ollie,24/11/1649,Lanarkshire
61,0,176,Keith,Gertrud,12/12/1721,County Antrim
62,0,0,Lanham,Shawanna,30/3/1755,West Lothian
63,86,131,Wharton,Franklyn,7/7/1741,Midlothian
64,102,0,Knowles,Louann,7/3/1742,Mid Glamorgan
65,84,61,Griggs,Antione,30/5/1755,Nairn
66,81,0,Cashmore,Deedra,21/3/1759,Lincolnshire
67,70,0,Knowles,Angelina,7/11/1716,Mid Glamorgan
68,0,112,Keith,Delmer,21/2/1681,County Antrim
69,173,166,Escott,Shelton,15/2/1799,Cambridgeshire
70,146,0,Knowles,Rupert,29/7/1684,Mid Glamorgan
71,84,61,Griggs,Waylon,7/10/1763,County Armagh
72,175,0,Mustafa,Charlena,7/2/1825,West Lothian
73,52,125,Leyland,Nikita,23/12/1752,Suffolk
74,200,0,Wharton,Rolando,25/1/1744,County Antrim
75,0,166,Leeming,Trisha,2/3/1790,Cambridgeshire
76,123,153,Wallace,Raisa,4/5/1781,Merseyside
77,127,34,Kore,Faustino,3/11/1825,Fife
78,0,0,Palin,Dwain,18/5/1807,Powys
79,0,136,Mustafa,Toney,13/10/1751,Cornwall
80,84,61,Griggs,Marco,8/11/1757,Nairn
81,0,191,Cashmore,Herman,8/12/1724,Lincolnshire
82,0,130,Kampfner,Bronwyn,27/1/1609,Lanarkshire
83,0,0,Adderley,Kurt,21/12/1802,Buckinghamshire
84,0,0,Griggs,Franklyn,5/8/1724,Nairn
85,197,107,Heaton,Pierre,9/6/1816,County Derry
86,128,188,Wharton,Sol,11/12/1708,City of Edinburgh
87,0,125,Imran,Marcelene,3/7/1760,North Yorkshire
88,0,172,Kampfner,Leandron,21/11/1669,Lanarkshire
89,0,0,Emerick,Franklyn,19/2/1743,Ross and Cromarty
90,18,111,Kampfner,Ocie,26/4/1696,Lanarkshire
91,0,0,Ohanlon,Whitney,12/7/1721,Ayrshire and Arran
92,91,27,Ohanlon,Dewayne,22/9/1749,Ayrshire and Arran
93,0,0,Seddon,Raul,18/3/1744,Clwyd
94,178,0,Mustafa,Pablo,11/6/1854,Essex
95,138,0,Raine,Shelton,9/1/1683,City of Edinburgh
96,98,62,Cashmore,Ona,20/12/1793,Lincolnshire
97,0,0,Imran,Martin,25/5/1688,North Yorkshire
98,81,53,Cashmore,Rupert,13/1/1754,Lincolnshire
99,84,61,Griggs,Fredrick,22/11/1754,County Armagh
100,192,139,Eilers,Shawanna,6/1/1758,Essex
101,171,0,Escott,Nancie,2/4/1835,Essex
102,70,118,Knowles,Pierre,10/10/1717,Mid Glamorgan
103,84,61,Griggs,Sheryll,28/2/1757,County Armagh
104,158,0,Cashmore,Dorsey,22/5/1822,Lincolnshire
125,97,118,Imran,Tomeka,29/9/1722,North Yorkshire
126,97,118,Imran,Hollie,17/8/1717,North Yorkshire
127,0,177,Kore,Gerardo,8/3/1797,Fife
128,0,0,Wharton,Claud,1/4/1669,City of Edinburgh
129,52,125,Leyland,Parker,9/7/1751,North Yorkshire
130,0,185,Kampfner,Joi,8/3/1577,Lanarkshire
131,0,169,Furey,Dayle,16/3/1706,Midlothian
132,192,0,Eilers,Lonny,18/10/1750,Essex
133,168,0,Keith,Abraham,2/12/1716,County Antrim
134,0,0,Cann,Tamatha,5/1/1718,The Stewartry of Kirkcudbright
135,86,131,Wharton,Emery,6/6/1745,City of Edinburgh
136,0,0,Mustafa,Ka,16/1/1720,Cornwall
137,0,112,Keith,Stacey,22/7/1683,County Antrim
138,0,0,Raine,Arlie,3/11/1645,City of Edinburgh
139,95,54,Raine,Myung,8/5/1722,Gloucestershire
140,89,179,Emerick,Fredrick,5/7/1778,Shropshire
141,192,139,Eilers,Devin,23/2/1744,Gloucestershire
142,79,199,Mustafa,Broderick,5/1/1784,Cornwall
143,0,172,Kampfner,Bette,7/11/1676,Lanarkshire
144,60,0,Kampfner,Rosario,15/7/1681,Lanarkshire
145,31,100,Seddon,Claire,23/2/1791,Clwyd
146,0,0,Knowles,Geraldo,13/10/1657,Mid Glamorgan
147,81,53,Cashmore,Adriane,11/1/1750,Lincolnshire
148,173,166,Escott,Napoleon,26/3/1797,Cambridgeshire
149,97,118,Imran,Bronwyn,11/6/1720,Moray
150,79,199,Mustafa,Kelvin,21/1/1776,Cornwall
151,98,62,Cashmore,Trudi,20/6/1794,West Lothian
152,0,0,Kill,Luanne,1/3/1763,County Fermanagh
153,0,0,Kamara,Shirlene,21/9/1753,Derbyshire
154,192,139,Eilers,Davina,18/10/1753,Gloucestershire
155,81,53,Cashmore,Jacelyn,14/8/1752,North Yorkshire
156,97,118,Imran,Luis,16/8/1724,North Yorkshire
157,0,199,Read,Foster,19/7/1776,Nottinghamshire
158,45,113,Cashmore,Gonzalo,4/7/1789,Lincolnshire
159,192,139,Eilers,Katy,12/1/1755,Gloucestershire
105,79,62,Mustafa,Luis,7/5/1790,Cornwall
106,0,0,Ostler,Rosendo,23/5/1806,Lincolnshire
107,0,0,Latham,Dayle,21/2/1779,Nottinghamshire
108,0,0,Opayne,Nicholas,6/5/1800,County Down
109,0,163,Seddon,Abram,17/9/1811,Clwyd
110,0,0,Stephens,Merrill,16/4/1692,West Midlands
111,0,0,Kitson,Giselle,20/9/1663,County Down
112,0,0,Keith,Jonie,10/6/1647,County Antrim
113,0,0,Lynas,Camellia,25/4/1754,County Armagh
114,198,153,Heaton,Jerrold,2/3/1773,Derbyshire
115,141,0,Eilers,Shery,10/10/1773,Gloucestershire
116,156,0,Imran,Faustino,22/8/1756,North Yorkshire
117,31,100,Seddon,Tamela,25/10/1797,Essex
118,0,0,Clamp,Jonie,10/11/1690,Moray
119,102,0,Knowles,Reatha,23/9/1746,Mid Glamorgan
120,0,180,Mustafa,Wilfred,20/1/1805,Nottinghamshire
121,0,180,Mustafa,Gerald,7/7/1818,Nottinghamshire
122,173,166,Escott,Carline,22/4/1801,Essex
123,0,0,Wallace,Jarrett,24/10/1742,Merseyside
124,31,100,Seddon,Adriane,4/12/1788,Clwyd
160,158,0,Cashmore,Dorsey,21/7/1824,Lincolnshire
161,197,107,Heaton,Bernie,10/4/1818,Nottinghamshire
162,91,27,Ohanlon,Rosa,10/7/1755,Ayrshire and Arran
163,93,153,Seddon,Socorro,26/2/1780,Clwyd
164,158,0,Cashmore,Melodie,14/2/1814,Lincolnshire
165,52,125,Leyland,Carson,14/8/1746,Suffolk
166,0,0,Leeming,Cinda,27/4/1761,Cambridgeshire
167,99,19,Griggs,Len,22/9/1791,Suffolk
168,0,112,Keith,Abdul,20/8/1683,County Antrim
169,0,0,Furey,Vergie,13/10/1669,Midlothian
170,0,0,Markham,Aron,9/5/1760,Rutland
171,173,166,Escott,Billie,22/7/1807,Essex
172,0,82,Kampfner,Kena,18/9/1640,Lanarkshire
173,0,0,Escott,Abram,29/7/1771,Essex
174,97,118,Imran,Tandra,9/2/1729,Moray
175,79,62,Mustafa,Hershel,7/4/1788,West Lothian
176,0,112,Keith,Slyvia,1/8/1682,County Antrim
177,0,0,Kore,Coralee,12/12/1765,Fife
178,142,43,Mustafa,Hiram,26/3/1825,Essex
179,0,126,Imran,Katy,21/6/1749,North Yorkshire
180,79,199,Mustafa,Melia,4/6/1779,Nottinghamshire
181,79,199,Mustafa,Brittani,21/3/1776,Nottinghamshire
182,198,153,Heaton,Ezekiel,25/6/1779,Derbyshire
183,91,27,Ohanlon,Jae,1/9/1756,Moray
184,128,188,Wharton,Rupert,25/10/1706,Surrey
185,0,0,Kampfner,Flora,23/11/1545,Lanarkshire
186,81,134,Cashmore,Dustin,29/11/1743,The Stewartry of Kirkcudbright
187,84,61,Griggs,Leandron,31/8/1758,County Armagh
188,0,112,Keith,Peggy,16/8/1676,County Antrim
189,79,199,Mustafa,Deandre,13/9/1774,Nottinghamshire
190,0,166,Leeming,Efren,23/6/1798,Cambridgeshire
191,0,0,Cashmore,Lindsy,12/9/1697,Lincolnshire
192,0,0,Eilers,Hiram,10/3/1716,Essex
193,70,118,Knowles,Hyman,30/12/1717,Mid Glamorgan
194,0,0,Funnell,Hershel,11/9/1806,Clwyd
195,0,0,Lines,Tiffanie,20/3/1723,Dyfed
196,0,0,Toucet,Archie,4/11/1713,Perth and Kinross
197,198,153,Heaton,Arlie,14/11/1780,County Derry
198,0,0,Heaton,Russ,18/9/1745,County Derry
199,0,0,Read,Doris,15/4/1747,Nottinghamshire
200,128,188,Wharton,Elisha,10/5/1706,County Antrim
201,231,300,Seddon,Bernard,18/2/1807,Clwyd
202,370,222,Markham,Aron,2/11/1791,Rutland
203,327,234,Kore,Marilu,5/8/1824,Fife
204,259,349,Stephens,Terrell,7/3/1757,West Midlands
205,295,254,Raine,Toby,7/12/1723,Gloucestershire
206,299,219,Griggs,Joi,17/1/1784,Suffolk
207,393,395,Knowles,Tuan,27/3/1751,Dyfed
208,281,334,Cashmore,Jenette,13/1/1753,The Stewartry of Kirkcudbright
209,398,353,Heaton,Antione,3/5/1782,County Derry
210,291,227,Ohanlon,Len,4/11/1755,South Yorkshire
211,252,325,Leyland,Efren,26/4/1758,County Antrim
212,200,200,Lester,Edmond,29/6/1806,Bristol
213,281,334,Cashmore,Terrell,17/6/1745,Lincolnshire
214,328,388,Wharton,Inga,23/9/1705,Surrey
215,286,331,Wharton,Natasha,8/1/1736,City of Edinburgh
216,218,311,Kampfner,Archie,25/1/1703,County Down
217,298,262,Cashmore,Garnet,2/1/1786,West Lothian
218,200,372,Kampfner,Brent,9/9/1670,Lanarkshire
219,392,349,Eilers,Kena,15/10/1748,Suffolk
220,200,243,Escott,Abram,9/1/1822,Essex
221,218,311,Kampfner,Stacey,30/7/1694,County Down
222,281,253,Cashmore,Bertha,7/11/1752,North Yorkshire
223,279,262,Mustafa,Bud,16/8/1784,West Lothian
224,375,200,Mustafa,Eleonor,4/8/1818,West Lothian
225,270,318,Knowles,Shayna,26/1/1720,Moray
226,373,352,Escott,Camellia,3/3/1796,Essex
227,297,318,Imran,Lu,1/1/1718,Moray
228,252,325,Leyland,Flora,18/10/1749,County Antrim
229,392,339,Eilers,Yanira,1/5/1751,Essex
230,392,339,Eilers,Joelle,27/12/1742,East Riding of Yorkshire
231,293,200,Seddon,Emmett,11/6/1771,Clwyd
232,259,349,Stephens,Shirlene,13/10/1752,West Midlands
233,342,243,Mustafa,Echo,1/7/1823,Cornwall
234,245,313,Cashmore,Elfriede,21/10/1787,County Armagh
235,396,326,Toucet,Robert,23/2/1744,Gloucestershire
236,295,254,Raine,Karie,29/9/1717,Gloucestershire
237,245,313,Cashmore,Goldie,22/12/1785,Lincolnshire
238,200,380,Mustafa,Foster,13/6/1813,Nottinghamshire
239,200,200,Kimble,Tiffanie,19/11/1807,Caithness
240,373,352,Escott,Sheryll,9/10/1792,Essex
241,293,353,Seddon,Dayle,8/11/1783,Derbyshire
242,279,262,Mustafa,Jeanna,2/2/1784,Cornwall
243,373,366,Escott,Merrilee,25/5/1791,Essex
244,200,272,Mustafa,Jan,10/11/1861,West Lothian
245,281,200,Cashmore,Christian,14/5/1753,Lincolnshire
246,342,243,Mustafa,Whitney,6/12/1820,Cornwall
247,200,326,Imran,Emery,19/7/1748,North Yorkshire
248,279,399,Mustafa,Yanira,5/3/1777,Nottinghamshire
249,200,380,Mustafa,Terry,8/4/1815,Nottinghamshire
250,284,261,Griggs,Kathie,26/3/1757,Herefordshire
251,200,363,Seddon,Garret,24/6/1817,Clwyd
252,200,200,Leyland,Elvis,2/7/1720,Suffolk
253,297,318,Imran,Callie,17/9/1721,North Yorkshire
254,260,200,Kampfner,Margrett,4/9/1684,Lanarkshire
255,289,379,Emerick,Arlie,5/4/1775,Shropshire
256,383,200,Ohanlon,Jordon,16/9/1788,Moray
257,259,349,Stephens,Leanne,28/12/1754,Moray
258,200,200,Yetman,Tanesha,17/12/1802,County Armagh
259,310,200,Stephens,Earnest,10/6/1720,West Midlands
260,200,282,Kampfner,Ollie,24/11/1649,Lanarkshire
261,200,376,Keith,Gertrud,12/12/1721,County Antrim
262,200,200,Lanham,Shawanna,30/3/1755,West Lothian
263,286,331,Wharton,Franklyn,7/7/1741,Midlothian
264,302,200,Knowles,Louann,7/3/1742,Mid Glamorgan
265,284,261,Griggs,Antione,30/5/1755,Nairn
266,281,200,Cashmore,Deedra,21/3/1759,Lincolnshire
267,270,200,Knowles,Angelina,7/11/1716,Mid Glamorgan
268,200,312,Keith,Delmer,21/2/1681,County Antrim
269,373,366,Escott,Shelton,15/2/1799,Cambridgeshire
270,346,200,Knowles,Rupert,29/7/1684,Mid Glamorgan
271,284,261,Griggs,Waylon,7/10/1763,County Armagh
272,375,200,Mustafa,Charlena,7/2/1825,West Lothian
273,252,325,Leyland,Nikita,23/12/1752,Suffolk
274,400,200,Wharton,Rolando,25/1/1744,County Antrim
275,200,366,Leeming,Trisha,2/3/1790,Cambridgeshire
276,323,353,Wallace,Raisa,4/5/1781,Merseyside
277,327,234,Kore,Faustino,3/11/1825,Fife
278,200,200,Palin,Dwain,18/5/1807,Powys
279,200,336,Mustafa,Toney,13/10/1751,Cornwall
280,284,261,Griggs,Marco,8/11/1757,Nairn
281,200,391,Cashmore,Herman,8/12/1724,Lincolnshire
282,200,330,Kampfner,Bronwyn,27/1/1609,Lanarkshire
283,200,200,Adderley,Kurt,21/12/1802,Buckinghamshire
284,200,200,Griggs,Franklyn,5/8/1724,Nairn
285,397,307,Heaton,Pierre,9/6/1816,County Derry
286,328,388,Wharton,Sol,11/12/1708,City of Edinburgh
287,200,325,Imran,Marcelene,3/7/1760,North Yorkshire
288,200,372,Kampfner,Leandron,21/11/1669,Lanarkshire
289,200,200,Emerick,Franklyn,19/2/1743,Ross and Cromarty
290,218,311,Kampfner,Ocie,26/4/1696,Lanarkshire
291,200,200,Ohanlon,Whitney,12/7/1721,Ayrshire and Arran
292,291,227,Ohanlon,Dewayne,22/9/1749,Ayrshire and Arran
293,200,200,Seddon,Raul,18/3/1744,Clwyd
294,378,200,Mustafa,Pablo,11/6/1854,Essex
295,338,200,Raine,Shelton,9/1/1683,City of Edinburgh
296,298,262,Cashmore,Ona,20/12/1793,Lincolnshire
297,200,200,Imran,Martin,25/5/1688,North Yorkshire
298,281,253,Cashmore,Rupert,13/1/1754,Lincolnshire
299,284,261,Griggs,Fredrick,22/11/1754,County Armagh
300,392,339,Eilers,Shawanna,6/1/1758,Essex
301,371,200,Escott,Nancie,2/4/1835,Essex
302,270,318,Knowles,Pierre,10/10/1717,Mid Glamorgan
303,284,261,Griggs,Sheryll,28/2/1757,County Armagh
304,358,200,Cashmore,Dorsey,22/5/1822,Lincolnshire
325,297,318,Imran,Tomeka,29/9/1722,North Yorkshire
326,297,318,Imran,Hollie,17/8/1717,North Yorkshire
327,200,377,Kore,Gerardo,8/3/1797,Fife
328,200,200,Wharton,Claud,1/4/1669,City of Edinburgh
329,252,325,Leyland,Parker,9/7/1751,North Yorkshire
330,200,385,Kampfner,Joi,8/3/1577,Lanarkshire
331,200,369,Furey,Dayle,16/3/1706,Midlothian
332,392,200,Eilers,Lonny,18/10/1750,Essex
333,368,200,Keith,Abraham,2/12/1716,County Antrim
334,200,200,Cann,Tamatha,5/1/1718,The Stewartry of Kirkcudbright
335,286,331,Wharton,Emery,6/6/1745,City of Edinburgh
336,200,200,Mustafa,Ka,16/1/1720,Cornwall
337,200,312,Keith,Stacey,22/7/1683,County Antrim
338,200,200,Raine,Arlie,3/11/1645,City of Edinburgh
339,295,254,Raine,Myung,8/5/1722,Gloucestershire
340,289,379,Emerick,Fredrick,5/7/1778,Shropshire
341,392,339,Eilers,Devin,23/2/1744,Gloucestershire
342,279,399,Mustafa,Broderick,5/1/1784,Cornwall
343,200,372,Kampfner,Bette,7/11/1676,Lanarkshire
344,260,200,Kampfner,Rosario,15/7/1681,Lanarkshire
345,231,300,Seddon,Claire,23/2/1791,Clwyd
346,200,200,Knowles,Geraldo,13/10/1657,Mid Glamorgan
347,281,253,Cashmore,Adriane,11/1/1750,Lincolnshire
348,373,366,Escott,Napoleon,26/3/1797,Cambridgeshire
349,297,318,Imran,Bronwyn,11/6/1720,Moray
350,279,399,Mustafa,Kelvin,21/1/1776,Cornwall
351,298,262,Cashmore,Trudi,20/6/1794,West Lothian
352,200,200,Kill,Luanne,1/3/1763,County Fermanagh
353,200,200,Kamara,Shirlene,21/9/1753,Derbyshire
354,392,339,Eilers,Davina,18/10/1753,Gloucestershire
355,281,253,Cashmore,Jacelyn,14/8/1752,North Yorkshire
356,297,318,Imran,Luis,16/8/1724,North Yorkshire
357,200,399,Read,Foster,19/7/1776,Nottinghamshire
358,245,313,Cashmore,Gonzalo,4/7/1789,Lincolnshire
359,392,339,Eilers,Katy,12/1/1755,Gloucestershire
305,279,262,Mustafa,Luis,7/5/1790,Cornwall
306,200,200,Ostler,Rosendo,23/5/1806,Lincolnshire
307,200,200,Latham,Dayle,21/2/1779,Nottinghamshire
308,200,200,Opayne,Nicholas,6/5/1800,County Down
309,200,363,Seddon,Abram,17/9/1811,Clwyd
310,200,200,Stephens,Merrill,16/4/1692,West Midlands
311,200,200,Kitson,Giselle,20/9/1663,County Down
312,200,200,Keith,Jonie,10/6/1647,County Antrim
313,200,200,Lynas,Camellia,25/4/1754,County Armagh
314,398,353,Heaton,Jerrold,2/3/1773,Derbyshire
315,341,200,Eilers,Shery,10/10/1773,Gloucestershire
316,356,200,Imran,Faustino,22/8/1756,North Yorkshire
317,231,300,Seddon,Tamela,25/10/1797,Essex
318,200,200,Clamp,Jonie,10/11/1690,Moray
319,302,200,Knowles,Reatha,23/9/1746,Mid Glamorgan
320,200,380,Mustafa,Wilfred,20/1/1805,Nottinghamshire
321,200,380,Mustafa,Gerald,7/7/1818,Nottinghamshire
322,373,366,Escott,Carline,22/4/1801,Essex
323,200,200,Wallace,Jarrett,24/10/1742,Merseyside
324,231,300,Seddon,Adriane,4/12/1788,Clwyd
360,358,200,Cashmore,Dorsey,21/7/1824,Lincolnshire
361,397,307,Heaton,Bernie,10/4/1818,Nottinghamshire
362,291,227,Ohanlon,Rosa,10/7/1755,Ayrshire and Arran
363,293,353,Seddon,Socorro,26/2/1780,Clwyd
364,358,200,Cashmore,Melodie,14/2/1814,Lincolnshire
365,252,325,Leyland,Carson,14/8/1746,Suffolk
366,200,200,Leeming,Cinda,27/4/1761,Cambridgeshire
367,299,219,Griggs,Len,22/9/1791,Suffolk
368,200,312,Keith,Abdul,20/8/1683,County Antrim
369,200,200,Furey,Vergie,13/10/1669,Midlothian
370,200,200,Markham,Aron,9/5/1760,Rutland
371,373,366,Escott,Billie,22/7/1807,Essex
372,200,282,Kampfner,Kena,18/9/1640,Lanarkshire
373,200,200,Escott,Abram,29/7/1771,Essex
374,297,318,Imran,Tandra,9/2/1729,Moray
375,279,262,Mustafa,Hershel,7/4/1788,West Lothian
376,200,312,Keith,Slyvia,1/8/1682,County Antrim
377,200,200,Kore,Coralee,12/12/1765,Fife
378,342,243,Mustafa,Hiram,26/3/1825,Essex
379,200,326,Imran,Katy,21/6/1749,North Yorkshire
380,279,399,Mustafa,Melia,4/6/1779,Nottinghamshire
381,279,399,Mustafa,Brittani,21/3/1776,Nottinghamshire
382,398,353,Heaton,Ezekiel,25/6/1779,Derbyshire
383,291,227,Ohanlon,Jae,1/9/1756,Moray
384,328,388,Wharton,Rupert,25/10/1706,Surrey
385,200,200,Kampfner,Flora,23/11/1545,Lanarkshire
386,281,334,Cashmore,Dustin,29/11/1743,The Stewartry of Kirkcudbright
387,284,261,Griggs,Leandron,31/8/1758,County Armagh
388,200,312,Keith,Peggy,16/8/1676,County Antrim
389,279,399,Mustafa,Deandre,13/9/1774,Nottinghamshire
390,200,366,Leeming,Efren,23/6/1798,Cambridgeshire
391,200,200,Cashmore,Lindsy,12/9/1697,Lincolnshire
392,200,200,Eilers,Hiram,10/3/1716,Essex
393,270,318,Knowles,Hyman,30/12/1717,Mid Glamorgan
394,200,200,Funnell,Hershel,11/9/1806,Clwyd
395,200,200,Lines,Tiffanie,20/3/1723,Dyfed
396,200,200,Toucet,Archie,4/11/1713,Perth and Kinross
397,398,353,Heaton,Arlie,14/11/1780,County Derry
398,200,200,Heaton,Russ,18/9/1745,County Derry
399,200,200,Read,Doris,15/4/1747,Nottinghamshire
400,328,388,Wharton,Elisha,10/5/1706,County Antrim
401,431,500,Seddon,Bernard,18/2/1807,Clwyd
402,570,422,Markham,Aron,2/11/1791,Rutland
403,527,434,Kore,Marilu,5/8/1824,Fife
404,459,549,Stephens,Terrell,7/3/1757,West Midlands
405,495,454,Raine,Toby,7/12/1723,Gloucestershire
406,499,419,Griggs,Joi,17/1/1784,Suffolk
407,593,595,Knowles,Tuan,27/3/1751,Dyfed
408,481,534,Cashmore,Jenette,13/1/1753,The Stewartry of Kirkcudbright
409,598,553,Heaton,Antione,3/5/1782,County Derry
410,491,427,Ohanlon,Len,4/11/1755,South Yorkshire
411,452,525,Leyland,Efren,26/4/1758,County Antrim
412,400,400,Lester,Edmond,29/6/1806,Bristol
413,481,534,Cashmore,Terrell,17/6/1745,Lincolnshire
414,528,588,Wharton,Inga,23/9/1705,Surrey
415,486,531,Wharton,Natasha,8/1/1736,City of Edinburgh
416,418,511,Kampfner,Archie,25/1/1703,County Down
417,498,462,Cashmore,Garnet,2/1/1786,West Lothian
418,400,572,Kampfner,Brent,9/9/1670,Lanarkshire
419,592,549,Eilers,Kena,15/10/1748,Suffolk
420,400,443,Escott,Abram,9/1/1822,Essex
421,418,511,Kampfner,Stacey,30/7/1694,County Down
422,481,453,Cashmore,Bertha,7/11/1752,North Yorkshire
423,479,462,Mustafa,Bud,16/8/1784,West Lothian
424,575,400,Mustafa,Eleonor,4/8/1818,West Lothian
425,470,518,Knowles,Shayna,26/1/1720,Moray
426,573,552,Escott,Camellia,3/3/1796,Essex
427,497,518,Imran,Lu,1/1/1718,Moray
428,452,525,Leyland,Flora,18/10/1749,County Antrim
429,592,539,Eilers,Yanira,1/5/1751,Essex
430,592,539,Eilers,Joelle,27/12/1742,East Riding of Yorkshire
431,493,400,Seddon,Emmett,11/6/1771,Clwyd
432,459,549,Stephens,Shirlene,13/10/1752,West Midlands
433,542,443,Mustafa,Echo,1/7/1823,Cornwall
434,445,513,Cashmore,Elfriede,21/10/1787,County Armagh
435,596,526,Toucet,Robert,23/2/1744,Gloucestershire
436,495,454,Raine,Karie,29/9/1717,Gloucestershire
437,445,513,Cashmore,Goldie,22/12/1785,Lincolnshire
438,400,580,Mustafa,Foster,13/6/1813,Nottinghamshire
439,400,400,Kimble,Tiffanie,19/11/1807,Caithness
440,573,552,Escott,Sheryll,9/10/1792,Essex
441,493,553,Seddon,Dayle,8/11/1783,Derbyshire
442,479,462,Mustafa,Jeanna,2/2/1784,Cornwall
443,573,566,Escott,Merrilee,25/5/1791,Essex
444,400,472,Mustafa,Jan,10/11/1861,West Lothian
445,481,400,Cashmore,Christian,14/5/1753,Lincolnshire
446,542,443,Mustafa,Whitney,6/12/1820,Cornwall
447,400,526,Imran,Emery,19/7/1748,North Yorkshire
448,479,599,Mustafa,Yanira,5/3/1777,Nottinghamshire
449,400,580,Mustafa,Terry,8/4/1815,Nottinghamshire
450,484,461,Griggs,Kathie,26/3/1757,Herefordshire
451,400,563,Seddon,Garret,24/6/1817,Clwyd
452,400,400,Leyland,Elvis,2/7/1720,Suffolk
453,497,518,Imran,Callie,17/9/1721,North Yorkshire
454,460,400,Kampfner,Margrett,4/9/1684,Lanarkshire
455,489,579,Emerick,Arlie,5/4/1775,Shropshire
456,583,400,Ohanlon,Jordon,16/9/1788,Moray
457,459,549,Stephens,Leanne,28/12/1754,Moray
458,400,400,Yetman,Tanesha,17/12/1802,County Armagh
459,510,400,Stephens,Earnest,10/6/1720,West Midlands
460,400,482,Kampfner,Ollie,24/11/1649,Lanarkshire
461,400,576,Keith,Gertrud,12/12/1721,County Antrim
462,400,400,Lanham,Shawanna,30/3/1755,West Lothian
463,486,531,Wharton,Franklyn,7/7/1741,Midlothian
464,502,400,Knowles,Louann,7/3/1742,Mid Glamorgan
465,484,461,Griggs,Antione,30/5/1755,Nairn
466,481,400,Cashmore,Deedra,21/3/1759,Lincolnshire
467,470,400,Knowles,Angelina,7/11/1716,Mid Glamorgan
468,400,512,Keith,Delmer,21/2/1681,County Antrim
